'ICD-9-CM CODE','ICD-9-CM CODE DESCRIPTION','CATEGORY DESCRIPTION','BODY SYSTEM'
'V1381',"Hx of anaphylaxis (begin 2011)",'0','18'
'V1389',"Hx diseases NEC (begin 2011)",'0','18'
'V139 ',"HX OF DISEASE NOS",'0','18'
'V140 ',"HX-PENICILLIN ALLERGY",'0','18'
'V141 ',"HX-ANTIBIOT ALLERGY NEC",'0','18'
'V142 ',"HX-SULFONAMIDES ALLERGY",'0','18'
'V143 ',"HX-ANTI-INFECT ALLERGY",'0','18'
'V144 ',"HX-ANESTHETIC ALLERGY",'0','18'
'V145 ',"HX-NARCOTIC ALLERGY",'0','18'
'V146 ',"HX-ANALGESIC ALLERGY",'0','18'
'V147 ',"HX-VACCINE ALLERGY",'0','18'
'V148 ',"HX-DRUG ALLERGY NEC",'0','18'
'V149 ',"HX-DRUG ALLERGY NOS",'0','18'
'V150 ',"HX OF ALLERGY NEC  (End 2000)",'0','18'
'V1501',"ALLERGY TO PEANUTS (Begin 2000)",'0','18'
'V1502',"ALLERGY TO MILK PRODUCTS (Begin 2000)",'0','18'
'V1503',"ALLERGY TO EGGS (Begin 2000)",'0','18'
'V1504',"ALLERGY TO SEAFOOD (Begin 2000)",'0','18'
'V1505',"ALLERGY TO OTHER FOODS (Begin 2000)",'0','18'
'V1506',"ALLERGY TO INSECTS (Begin 2000)",'0','18'
'V1507',"ALLERGY TO LATEX (Begin 2000)",'0','18'
'V1508',"ALLERGY TO RADIOGRAPHIC DYE (Begin 2000)",'0','18'
'V1509',"ALLERGY OTHER THAN MEDICINAL AGENTS (Begin 2000)",'0','18'
'V151 ',"HX-MAJOR CARDIOVASC SURG",'0','18'
'V152 ',"HX-MAJOR ORGAN SURG NEC (end 2008)",'0','18'
'V1521',"HX IN UTERO PROC IN PREG (begin 2008)",'0','18'
'V1522',"HX IN UTERO PROC FETUS (begin 2008)",'0','18'
'V1529',"HX SURGERY TO ORGANS NEC (begin 2008)",'0','18'
'V153 ',"HX OF IRRADIATION",'0','18'
'V154 ',"HX-PSYCHOLOGICAL TRAUMA  (End 1996)",'0','18'
'V1541',"HX PHYS ABUSE (Begin 1996)",'0','18'
'V1542',"HX MENTAL ABUSE (Begin 1996)",'0','18'
'V1549',"OTHER PSYCH TRAUMA (Begin 1996)",'0','18'
'V155 ',"HX OF INJURY (end 2008)",'0','18'
'V1551',"HX TRAUMATIC FRACTURE (begin 2008)",'0','18'
'V1552',"Hx traumatc brain injury (begin 2009)",'0','18'
'V1553',"Hx retained FB rem (begin 2010)",'0','18'
'V1559',"HX INJURY NEC (begin 2008)",'0','18'
'V156 ',"HX OF POISONING",'0','18'
'V157 ',"HX OF CONTRACEPTION",'0','18'
'V1580',"Hx failed mod sedation (begin 2009)",'0','18'
'V1581',"HX OF PAST NONCOMPLIANCE",'0','18'
'V1582',"HX TOBACCO USE (Begin 1994)",'0','18'
'V1583',"Hx underimmunizn status (begin 2009)",'0','18'
'V1584',"HX-ASBESTOS EXPOSURE (Begin 1995)",'0','18'
'V1585',"HX-EXPOS TO HAZARD BODY FLUID (Begin 1995)",'0','18'
'V1586',"HX-LEAD EXPOSURE (Begin 1995)",'0','18'
'V1587',"HISTORY OF EXTRACORPOREAL ME (Begin 2003)",'0','18'
'V1588',"PERSONAL HISTORY OF FALL (Begin 2005)",'0','18'
'V1589',"HX-HEALTH HAZARDS NEC",'0','18'
'V159 ',"HX-HEALTH HAZARD NOS",'0','18'
'V160 ',"FAMILY HX-GI MALIGNANCY",'0','18'
'V161 ',"FM HX-TRACH/BRONCHOG MAL",'0','18'
'V162 ',"FAM HX-INTRATHORACIC MAL",'0','18'
'V163 ',"FAMILY HX-BREAST MALIG",'0','18'
'V164 ',"FAMILY HX-GENITAL MALIG  (End 1997)",'0','18'
'V1640',"FAM HX MALIG NEOPL GENITAL (Begin 1997)",'0','18'
'V1641',"FAM HX MALIG NEOPL OVARY (Begin 1997)",'0','18'
'V1642',"FAM HX MALIG NEOPL PROST (Begin 1997)",'0','18'
'V1643',"FAM HX MALIG NEOPL TESTIS (Begin 1997)",'0','18'
'V1649',"FAM HX OT MALIG NEOPL (Begin 1997)",'0','18'
'V165 ',"FAMILY HX-URINARY MALIG  (End 1998)",'0','18'
'V1651',"FAM HX MALIG KIDNEY (Begin 1998)",'0','18'
'V1652',"FAM HX-BLADDER MALIG (Begin 2007)",'0','18'
'V1659',"FAM HX MALIG OTH URIN (Begin 1998)",'0','18'
'V166 ',"FAMILY HX-LEUKEMIA",'0','18'
'V167 ',"FAM HX-LYMPH NEOPLAS NEC",'0','18'
'V168 ',"FAMILY HX-MALIGNANCY NEC",'0','18'
'V169 ',"FAMILY HX-MALIGNANCY NOS",'0','18'
'V170 ',"FAM HX-PSYCHIATRIC COND",'0','18'
'V171 ',"FAMILY HX-STROKE",'0','18'
'V172 ',"FAM HX-NEUROLOG DIS NEC",'0','18'
'V173 ',"FAM HX-ISCHEM HEART DIS",'0','18'
'V174 ',"FAM HX-CARDIOVAS DIS NEC (End 2007)",'0','18'
'V1741',"FAM HX SUDDEN CARD DEATH (Begin 2007)",'0','18'
'V1749',"FAM HX-CARDIOVAS DIS NEC (Begin 2007)",'0','18'
'V175 ',"FAMILY HX-ASTHMA",'0','18'
'V176 ',"FAM HX-CHR RESP COND NEC",'0','18'
'V177 ',"FAMILY HX-ARTHRITIS",'0','18'
'V178 ',"FAM HX-MUSCLOSKL DIS NEC  (End 2005)",'0','18'
'V1781',"FAMILY HX OSTEOPOROSIS (Begin 2005)",'0','18'
'V1789',"FAM HX MUSCULOSK DIS NEC (Begin 2005)",'0','18'
'V180 ',"FAM HX-DIABETES MELLITUS",'0','18'
'V181 ',"FM HX-ENDO/METAB DIS NEC (End 2007)",'0','18'
'V1811',"FAM HX MEN SYNDROME (Begin 2007)",'0','18'
'V1819',"FM HX ENDO/METAB DIS NEC (Begin 2007)",'0','18'
'V182 ',"FAMILY HX-ANEMIA",'0','18'
'V183 ',"FAM HX-BLOOD DISORD NEC",'0','18'
'V184 ',"FAM HX-MENTAL RETARDAT",'0','18'
'V185 ',"FAMILY HX-GI DISORDERS",'0','18'
'V1851',"FAMILY HX COLONIC POLYPS (Begin 2006)",'0','18'
'V1859',"FAM HX DIGEST DISORD NEC (Begin 2006)",'0','18'
'V186 ',"FAMILY HX-KIDNEY DISEASE  (End 1998)",'0','18'
'V1861',"FAM HX POLYCYSTIC KIDN (Begin 1998)",'0','18'
'V1869',"FAM HX OTH KIDNEY DX (Begin 1998)",'0','18'
'V187 ',"FAMILY HX-GU DISEASE NEC",'0','18'
'V188 ',"FM HX-INFECT/PARASIT DIS",'0','18'
'V189 ',"FAM HX GENET DIS CARRIER (Begin 2005)",'0','18'
'V190 ',"FAMILY HX-BLINDNESS",'0','18'
'V191 ',"FAMILY HX-EYE DISORD NEC (end 2011)",'0','18'
'V1911',"Family history glaucoma (begin 2011)",'0','18'
'V1919',"Family hx-eye disord NEC (begin 2011)",'0','18'
'V192 ',"FAMILY HX-DEAFNESS",'0','18'
'V193 ',"FAMILY HX-EAR DISORD NEC",'0','18'
'V194 ',"FAMILY HX-SKIN CONDITION",'0','18'
'V195 ',"FAM HX-CONGEN ANOMALIES",'0','18'
'V196 ',"FAMILY HX-ALLERGIC DIS",'0','18'
'V197 ',"CONSANGUINITY",'0','18'
'V198 ',"FAMILY HX-CONDITION NEC",'0','18'
'V200 ',"FOUNDLING HEALTH CARE",'0','18'
'V201 ',"CARE OF HEALTHY CHLD NEC",'0','18'
'V202 ',"ROUTIN CHILD HEALTH EXAM",'0','18'
'V2031',"Health supvsn nb <8 days (begin 2009)",'0','18'
'V2032',"Health supv nb 8-28 days (begin 2009)",'0','18'
'V210 ',"RAPID CHILDHOOD GROWTH",'0','18'
'V211 ',"PUBERTY",'0','18'
'V212 ',"ADOLESCENCE GROWTH NEC",'0','18'
'V2130',"LOW BIRTH WEIGHT UNSPEC (Begin 2000)",'0','18'
'V2131',"LOW BIRTH WEIGHT < 500 GRAMS (Begin 2000)",'0','18'
'V2132',"LOW BIRTH WEIGHT 500-999 GRAMS (Begin 2000)",'0','18'
'V2133',"LOW BIRTH WEIGHT 1000-1499 GRAMS (Begin 2000)",'0','18'
'V2134',"LOW BIRTH WEIGHT 1500-1999 GRAMS (Begin 2000)",'0','18'
'V2135',"LOW BIRTH WEIGHT 2000-2500 GRAMS (Begin 2000)",'0','18'
'V218 ',"CONSTIT STATE IN DEV NEC",'0','18'
'V219 ',"CONSTIT STATE IN DEV NOS",'0','18'
'V220 ',"SUPERVIS NORMAL 1ST PREG",'0','18'
'V221 ',"SUPERVIS OTH NORMAL PREG",'0','18'
'V222 ',"PREG STATE INCIDENTAL",'0','18'
'V230 ',"PREG W HX OF INFERTILITY",'0','18'
'V231 ',"PREG W HX-TROPHOBLAS DIS",'0','18'
'V232 ',"PREG W HX OF ABORTION",'0','18'
'V233 ',"GRAND MULTIPARITY",'0','18'
'V234 ',"PREG W POOR OBSTETRIC HX  (End 2002)",'0','18'
'V2341',"PREG WITH HISTORY OF PRE-TERM LABOR (Begin 2002)",'0','18'
'V2342',"Preg w hx ectopic preg (begin 2011)",'0','18'
'V2349',"PREG WITH OTHER POOR OBSTETRIC HISTORY0(Begin 2002)",'0','18'
'V235 ',"PREG W POOR REPRODUCT HX",'0','18'
'V237 ',"INSUFFICNT PRENATAL CARE (Begin 1989)",'0','18'
'V238 ',"SUPRV HIGH-RISK PREG NEC  (End 1998)",'0','18'
'V2381',"PRIMIGRAVIDA (35 OR OLDER) (Begin 1998)",'0','18'
'V2382',"MULTIGRAV (35 OR OLDER) (Begin 1998)",'0','18'
'V2383',"PRIMIGRAVIDA (LESS THAN 16) (Begin 1998)",'0','18'
'V2384',"MULTIGRAVIDA (LESS THAN 16) (Begin 1998)",'0','18'
'V2385',"PREGNT-ASSIST REPRO TECH (begin 2008)",'0','18'
'V2386',"PREG-HX IN UTRO PREV PRG (begin 2008)",'0','18'
'V2387',"Preg w incon fetl viabil (begin 2011)",'0','18'
'V2389',"OTH HI RISK PREG (Begin 1998)",'0','18'
'V239 ',"SUPRV HIGH-RISK PREG NOS",'0','18'
'V240 ',"POSTPART CARE AFTER DEL",'0','18'
'V241 ',"POSTPART CARE-LACTATION",'0','18'
'V242 ',"ROUT POSTPART FOLLOW-UP",'0','18'
'V2501',"PRESCRIP-ORAL CONTRACEPT",'0','18'
'V2502',"INITIATE CONTRACEPT NEC",'0','18'
'V2503',"ENCOUNTER FOR EMERGENCY CONT (Begin 2003)",'0','18'
'V2504',"NATRL FAM PLN-AVOID PREG (Begin 2007)",'0','18'
'V2509',"CONTRACEPTIVE MANGMT NEC",'0','18'
'V251 ',"INSERTION OF IUD (end 2010)",'0','18'
'V2511',"Insertion of iud (begin 2010)",'0','18'
'V2512',"Removal of iud (begin 2010)",'0','18'
'V2513',"Remove/insert iud (begin 2010)",'0','18'
'V252 ',"STERILIZATION",'0','18'
'V253 ',"MENSTRUAL EXTRACTION",'0','18'
'V2540',"CONTRACEPT SURVEILL NOS",'0','18'
'V2541',"CONTRACEPT PILL SURVEILL",'0','18'
'V2542',"IUD SURVEILLANCE",'0','18'
'V2543',"IMPLNT SUBDERM CONTRACEPT (Begin 1992)",'0','18'
'V2549',"CONTRACEPT SURVEILL NEC",'0','18'
'V255 ',"INSERT IMPLNT SUBD CONTR (Begin 1992)",'0','18'
'V258 ',"CONTRACEPTIVE MANGMT NEC",'0','18'
'V259 ',"CONTRACEPTIVE MANGMT NOS",'0','18'
'V260 ',"TUBOPLASTY OR VASOPLASTY",'0','18'
'V261 ',"ARTIFICIAL INSEMINATION",'0','18'
'V262 ',"PROCREATIVE MGMT-INVEST  (End 2000)",'0','18'
'V2621',"FERTILITY TESTING (Begin 2000)",'0','18'
'V2622',"AFTERCARE FLLWING STERILIZTN REVERSAL(Begin 2000)",'0','18'
'V2629',"OTHER INVESTIGATION & TESTING (Begin 2000)",'0','18'
'V263 ',"GENETIC COUNSELING  (End 2005)",'0','18'
'V2631',"TEST GENETIC DIS CARRIER (Begin 2005)",'0','18'
'V2632',"GENETIC TESTING NEC (Begin 2005)",'0','18'
'V2633',"GENETIC COUNSELING (Begin 2005)",'0','18'
'V2634',"MALE GENETC TEST DIS CAR (Begin 2006)",'0','18'
'V2635',"TEST MALE PART HAB ABORT (Begin 2006)",'0','18'
'V2639',"MALE GENETIC TEST NEC (Begin 2006)",'0','18'
'V264 ',"PROCREATIVE MGMT-COUNSEL (End 2007)",'0','18'
'V2641',"NATRL FAMILY PLAN COUNSL (Begin 2007)",'0','18'
'V2642',"Fertlity preserv counsel (begin 2009)",'0','18'
'V2649',"PROCR MGMT CNSL/ADV NEC (Begin 2007)",'0','18'
'V2651',"TUBAL LIGAT STATUS (Begin 1998)",'0','18'
'V2652',"VASECTOMY STATUS (Begin 1998)",'0','18'
'V268 ',"PROCREATIVE MANGMT NEC (End 2007)",'0','18'
'V2681',"ASSIST REPRO FERTILITY (Begin 2007)",'0','18'
'V2682',"Fertility preserv proc (begin 2009)",'0','18'
'V2689',"PROCREATIVE MANAGEMT NEC (Begin 2007)",'0','18'
'V269 ',"PROCREATIVE MANGMT NOS",'0','18'
'V270 ',"DELIVER-SINGLE LIVEBORN",'0','18'
'V271 ',"DELIVER-SINGLE STILLBORN",'0','18'
'V272 ',"DELIVER-TWINS BOTH LIVE",'0','18'
'V273 ',"DEL-TWINS 1 NB 1 SB",'0','18'
'V274 ',"DELIVER-TWINS BOTH SB",'0','18'
'V275 ',"DEL-MULT BIRTH ALL LIVE",'0','18'
'V276 ',"DEL-MULT BRTH SOME LIVE",'0','18'
'V277 ',"DEL-MULT BIRTH ALL SB",'0','18'
'V279 ',"OUTCOME OF DELIVERY NOS",'0','18'
'V280 ',"SCREENING-CHROMOSOM ANOM",'0','18'
'V281 ',"SCREEN-ALPHAFETOPROTEIN",'0','18'
'V282 ',"SCREEN BY AMNIOCENT NEC",'0','18'
'V283 ',"SCREEN-FETAL MALFORM",'0','18'
'V284 ',"SCREEN-FETAL RETARDATION",'0','18'
'V285 ',"SCREEN-ISOIMMUNIZATION",'0','18'
'V286 ',"ANTENATAL SCREEN STREP B (Begin 1997)",'0','18'
'V288 ',"ANTENATAL SCREENING NEC (end 2008)",'0','18'
'V2881',"SCRN FETAL ANATMC SURVEY (begin 2008)",'0','18'
'V2882',"SCRN RISK PRETERM LABOR (begin 2008)",'0','18'
'V2889',"ANTENATAL SCREENING NEC (begin 2008)",'0','18'
'V289 ',"ANTENATAL SCREENING NOS",'0','18'
'V290 ',"OSERV-SUSPECT INFEC INFNT (Begin 1992)",'0','18'
'V291 ',"OSERV-SUSPECT NEURO INFNT (Begin 1992)",'0','18'
'V292 ',"OBSERV SUSPECT NEWBORN RESP COND (Begin 1994)",'0','18'
'V293 ',"OBSERV SUSP GENET/METAB DX (Begin 1998)",'0','18'
'V298 ',"OSERV-OTHER SUSPECT INFNT (Begin 1992)",'0','18'
'V299 ',"OSERV-UNSP SUSPECT INFNT (Begin 1992)",'0','18'
'V300 ',"SINGLE LIVEBORN-IN HOSP (Begin 1980 End 1989)",'0','18'
'V3000',"SINGLE LB IN-HOSP W/O CS (Begin 1989)",'0','18'
'V3001',"SINGLE LB IN-HOSP W CS (Begin 1989)",'0','18'
'V301 ',"SINGL LIVEBRN-BEFORE ADM",'0','18'
'V302 ',"SINGLE LIVEBORN-NONHOSP",'0','18'
'V310 ',"TWIN MATE LB-IN HOSP (Begin 1980 End 1989)",'0','18'
'V3100',"TWIN-MATE LB-HOSP W/O CS (Begin 1989)",'0','18'
'V3101',"TWIN-MATE LB-IN HOS W CS (Begin 1989)",'0','18'
'V311 ',"TWIN MATE LB-BEFORE ADM",'0','18'
'V312 ',"TWIN MATE LB-NONHOSP",'0','18'
'V320 ',"TWIN MATE SB-IN HOSP (Begin 1980 End 1989)",'0','18'
'V3200',"TWIN-MATE SB-HOSP W/O CS (Begin 1989)",'0','18'
'V3201',"TWIN-MATE SB-HOSP W CS (Begin 1989)",'0','18'
'V321 ',"TWIN MATE SB-BEFORE ADM",'0','18'
'V322 ',"TWIN MATE SB-NONHOSP",'0','18'
'V330 ',"TWIN NOS-IN HOSPITAL (Begin 1980 End 1989)",'0','18'
'V3300',"TWIN-NOS-IN HOSP W/O CS (Begin 1989)",'0','18'
'V3301',"TWIN-NOS-IN HOSP W CS (Begin 1989)",'0','18'
'V331 ',"TWIN NOS-BEFORE ADMISSN",'0','18'
'V332 ',"TWIN NOS-NONHOSP",'0','18'
'V340 ',"OTH MULTIPLE NB-IN HOSP (Begin 1980 End 1989)",'0','18'
'V3400',"OTH MULT LB-HOSP W/O CS (Begin 1989)",'0','18'
'V3401',"OTH MULT LB-IN HOSP W CS (Begin 1989)",'0','18'
'V341 ',"OTH MULT NB-BEFORE ADM",'0','18'
'V342 ',"OTH MULTIPLE NB-NONHOSP",'0','18'
'V350 ',"OTH MULTIPLE SB-IN HOSP (Begin 1980 End 1989)",'0','18'
'V3500',"OTH MULT SB-HOSP W/O CS (Begin 1989)",'0','18'
'V3501',"OTH MULT SB-IN HOSP W CS (Begin 1989)",'0','18'
'V351 ',"OTH MULT SB-BEFORE ADM",'0','18'
'V352 ',"OTH MULTIPLE SB-NONHOSP",'0','18'
'V360 ',"MULTIPLE NB/SB-IN HOSP (Begin 1980 End 1989)",'0','18'
'V3600',"MULT LB/SB-IN HOS W/O CS (Begin 1989)",'0','18'
'V3601',"MULT LB/SB-IN HOSP W CS (Begin 1989)",'0','18'
'V361 ',"MULT NB/SB-BEFORE ADM",'0','18'
'V362 ',"MULTIPLE NB/SB-NONHOSP",'0','18'
'V370 ',"MULT BIRTH NOS-IN HOSP (Begin 1980 End 1989)",'0','18'
'V3700',"MULT BRTH NOS-HOS W/O CS (Begin 1989)",'0','18'
'V3701',"MULT BIRTH NOS-HOSP W CS (Begin 1989)",'0','18'
'V371 ',"MULT BRTH NOS-BEFORE ADM",'0','18'
'V372 ',"MULT BIRTH NOS-NONHOSP",'0','18'
'V390 ',"LIVEBORN NOS-IN HOSP (Begin 1980 End 1989)",'0','18'
'V3900',"LIVEBORN NOS-HOSP W/O CS (Begin 1989)",'0','18'
'V3901',"LIVEBORN NOS-HOSP W CS (Begin 1989)",'0','18'
'V391 ',"LIVEBORN NOS-BEFORE ADM",'0','18'
'V392 ',"LIVEBORN NOS-NONHOSP",'0','18'
'V400 ',"PROBLEMS WITH LEARNING",'1','18'
'V401 ',"PROB WITH COMMUNICATION",'1','18'
'V402 ',"MENTAL PROBLEMS NEC",'1','18'
'V403 ',"BEHAVIORAL PROBLEMS NEC (end 2011)",'1','18'
'V4031',"Wandering-dis elsewhere (begin 2011)",'1','18'
'V4039',"Oth spc behavior problem (begin 2011)",'1','18'
'V409 ',"MENTAL/BEHAVIOR PROB NOS",'1','18'
'V410 ',"PROBLEMS WITH SIGHT",'0','18'
'V411 ',"EYE PROBLEMS NEC",'0','18'
'V412 ',"PROBLEMS WITH HEARING",'0','18'
'V413 ',"EAR PROBLEMS NEC",'0','18'
'V414 ',"VOICE PRODUCTION PROBLEM",'0','18'
'V415 ',"SMELL AND TASTE PROBLEM",'0','18'
'V416 ',"PROBLEM W SWALLOWING",'0','18'
'V417 ',"SEXUAL FUNCTION PROBLEM",'0','18'
'V418 ',"PROBL W SPECIAL FUNC NEC",'0','18'
'V419 ',"PROBL W SPECIAL FUNC NOS",'0','18'
'V420 ',"KIDNEY TRANSPLANT STATUS",'1','18'
'V421 ',"HEART TRANSPLANT STATUS",'1','18'
'V422 ',"HEART VALVE TRANSPLANT",'1','18'
'V423 ',"SKIN TRANSPLANT STATUS",'1','18'
'V424 ',"BONE TRANSPLANT STATUS",'1','18'
'V425 ',"CORNEA TRANSPLANT STATUS",'1','18'
'V426 ',"LUNG TRANSPLANT STATUS",'1','18'
'V427 ',"LIVER TRANSPLANT STATUS",'1','18'
'V428 ',"TRANSPLANT STATUS NEC  (End 1997)",'1','18'
'V4281',"ORGAN TRANSP BONE MARROW (Begin 1997)",'1','18'
'V4282',"ORGAN TRANSP PERIP STEM CELLS (Begin 1997)",'1','18'
'V4283',"ORGAN TRANSP PANCREAS (Begin 1997)",'1','18'
'V4284',"ORGAN TRANSP INTESTINES (Begin 2000)",'1','18'
'V4289',"OTH ORGAN TRANSPLANT (Begin 1997)",'1','18'
'V429 ',"TRANSPLANT STATUS NOS",'1','18'
'V430 ',"EYE REPLACEMENT NEC",'1','18'
'V431 ',"LENS REPLACEMENT NEC",'1','18'
'V432 ',"HEART REPLACEMENT NEC  (End 2003)",'1','18'
'V4321',"HEART ASSIST DEVICE (Begin 2003)",'1','18'
'V4322',"ARTIFICAL HEART (Begin 2003)",'1','18'
'V433 ',"HEART VALVE REPLAC NEC",'1','18'
'V434 ',"BLOOD VESSEL REPLAC NEC",'1','18'
'V435 ',"BLADDER REPLACEMENT NEC",'1','18'
'V436 ',"JOINT REPLACEMENT NEC  (End 1994)",'1','18'
'V4360',"JOINT REPLACE NOS (Begin 1994)",'1','18'
'V4361',"JOINT REPLACE SHOULDER (Begin 1994)",'1','18'
'V4362',"JOINT REPLACE ELBOW (Begin 1994)",'1','18'
'V4363',"JOINT REPLACE WRIST (Begin 1994)",'1','18'
'V4364',"JOINT REPLACE HIP (Begin 1994)",'1','18'
'V4365',"JOINT REPLACE KNEE (Begin 1994)",'1','18'
'V4366',"JOINT REPLACE ANKLE (Begin 1994)",'1','18'
'V4369',"JOINT REPLACE NEC (Begin 1994)",'1','18'
'V437 ',"LIMB REPLACEMENT NEC",'1','18'
'V438 ',"ORGAN REPLACEMENT NEC  (End 1995)",'1','18'
'V4381',"LARYNX REPL STATUS (Begin 1995)",'1','18'
'V4382',"BREAST REPL STATUS (Begin 1995)",'1','18'
'V4383',"ARTIFICIAL SKIN (Begin 1998)",'1','18'
'V4389',"OTH ORGAN REPL STATUS (Begin 1995)",'1','18'
'V440 ',"TRACHEOSTOMY STATUS",'1','18'
'V441 ',"GASTROSTOMY STATUS",'1','18'
'V442 ',"ILEOSTOMY STATUS",'1','18'
'V443 ',"COLOSTOMY STATUS",'1','18'
'V444 ',"ENTEROSTOMY STATUS NEC",'1','18'
'V445 ',"CYSTOSTOMY STATUS  (End 1998)",'1','18'
'V4450',"CYSTOSTOMY UNSPEC (Begin 1998)",'1','18'
'V4451',"CUTAN VESICOSTOMY (Begin 1998)",'1','18'
'V4452',"APPENDICOVESTICOSTOMY (Begin 1998)",'1','18'
'V4459',"OTHER CYSTOSTOMY (Begin 1998)",'1','18'
'V446 ',"URINOSTOMY STATUS NEC",'1','18'
'V447 ',"ARTIFICIAL VAGINA STATUS",'0','18'
'V448 ',"ARTIF OPEN STATUS NEC",'0','18'
'V449 ',"ARTIF OPEN STATUS NOS",'0','18'
'V450 ',"CARDIAC PACEMAKER STATUS  (End 1994)",'1','18'
'V4500',"CARDIAC DEVICE NOS IN SITU (Begin 1994)",'1','18'
'V4501',"CARDIAC PACEM IN SITU (Begin 1994)",'1','18'
'V4502',"AUTO IMPLANT DEBRIL IN SITU (Begin 1994)",'1','18'
'V4509',"OTH CARDIAC DEVICE NEC IN SITU (Begin 1994)",'1','18'
'V451 ',"RENAL DIALYSIS STATUS (end 2008)",'1','18'
'V4511',"RENAL DIALYSIS STATUS (begin 2008)",'1','18'
'V4512',"NONCMPLNT W RENAL DIALYS (begin 2008)",'1','18'
'V452 ',"VENTRICULAR SHUNT STATUS",'1','18'
'V453 ',"INTESTINAL BYPASS STATUS",'1','18'
'V454 ',"ARTHRODESIS STATUS",'0','18'
'V455 ',"PRESENCE OF IUD  (End 1994)",'0','18'
'V4551',"IUD IN SITU (Begin 1994)",'0','18'
'V4552',"SUBDERM CONTRACEP IN SITU (Begin 1994)",'0','18'
'V4559',"OTH CONTRACEP DEVICE IN SITU (Begin 1994)",'0','18'
'V456 ',"POSTSURGICAL STATE EYE  (End 1997)",'0','18'
'V4561',"CATARACT EXTR STATUS (Begin 1997)",'0','18'
'V4569',"OT STATES FOLLOW SURG EYE (Begin 1997)",'0','18'
'V4571',"ACQUIRED ABSENCE BREAST (Begin 1997)",'0','18'
'V4572',"ACQUIRED ABSENCE INTESTINE (Begin 1997)",'0','18'
'V4573',"ACQUIRED ABSENCE KIDNEY (Begin 1997)",'0','18'
'V4574',"ACQUIRED ABSENCE URINARY TRACT (Begin 2000)",'0','18'
'V4575',"ACQUIRED ABSENCE STOMACH (Begin 2000)",'0','18'
'V4576',"ACQUIRED ABSENCE LUNG (Begin 2000)",'0','18'
'V4577',"ACQUIRED ABSENCE GENITAL ORGANS (Begin 2000)",'0','18'
'V4578',"ACQUIRED ABSENCE EYE (Begin 2000)",'0','18'
'V4579',"OTHER ACQUIRED ABSENCE OF ORGAN (Begin 2000)",'0','18'
'V4581',"AORTOCORONARY BYPASS",'0','18'
'V4582',"PTCA STATUS (Begin 1994)",'0','18'
'V4583',"BREAST IMPL REMOV STAT (Begin 1995)",'0','18'
'V4584',"BREAST IMPL REMOV STAT (Begin 2001)",'0','18'
'V4585',"INSULIN PUMP STATUS (Begin 2003)",'0','18'
'V4586',"BARIATRIC SURGERY STATUS (Begin 2006)",'0','18'
'V4587',"TRNSPLNT ORGN REM STATUS (begin 2008)",'1','18'
'V4588',"TPA ADM STATUS 24 HR PTA (begin 2008)",'1','18'
'V4589',"POSTSURGICAL STATES NEC",'0','18'
'V460 ',"DEPENDENCE ON ASPIRATOR",'1','18'
'V461 ',"DEPENDENCE ON RESPIRATOR  (End 2004)",'1','18'
'V4611',"RESPIRATOR DEPEND STATUS (Begin 2004)",'1','18'
'V4612',"RESP DEPEND-POWR FAILURE (Begin 2004)",'1','18'
'V4613',"WEANING FROM RESPIRATOR (Begin 2005)",'1','18'
'V4614',"MECH COMP RESPIRATOR (Begin 2005)",'1','18'
'V462 ',"OTHR DEPEND ON MACHINES/SUPPL OXYGEN(Begin 2002)",'1','18'
'V463 ',"WHEELCHAIR DEPENDENCE (begin 2008)",'1','18'
'V468 ',"MACHINE DEPENDENCE NEC",'1','18'
'V469 ',"MACHINE DEPENDENCE NOS",'1','18'
'V470 ',"INTERN ORGAN DEFICIENCY",'0','18'
'V471 ',"MECH PROB W INTERNAL ORG",'0','18'
'V472 ',"CARDIORESPIRAT PROBL NEC",'0','18'
'V473 ',"DIGESTIVE PROBLEMS NEC",'0','18'
'V474 ',"URINARY PROBLEMS NEC",'0','18'
'V475 ',"GENITAL PROBLEMS NEC",'0','18'
'V479 ',"PROBL W INTERNAL ORG NOS",'0','18'
'V480 ',"DEFICIENCIES OF HEAD",'0','18'
'V481 ',"DEFICIENCIES NECK/TRUNK",'0','18'
'V482 ',"MECHANICAL PROB W HEAD",'0','18'
'V483 ',"MECH PROB W NECK & TRUNK",'0','18'
'V484 ',"SENSORY PROBLEM W HEAD",'0','18'
'V485 ',"SENSOR PROB W NECK/TRUNK",'0','18'
'V486 ',"DISFIGUREMENTS OF HEAD",'0','18'
'V487 ',"DISFIGUREMENT NECK/TRUNK",'0','18'
'V488 ',"PROB-HEAD/NECK/TRUNK NEC",'0','18'
'V489 ',"PROB-HEAD/NECK/TRUNK NOS",'0','18'
'V490 ',"DEFICIENCIES OF LIMBS",'0','18'
'V491 ',"MECHANICAL PROB W LIMBS",'0','18'
'V492 ',"MOTOR PROBLEMS W LIMBS",'0','18'
'V493 ',"SENSORY PROBLEMS W LIMBS",'0','18'
'V494 ',"DISFIGUREMENTS OF LIMBS",'0','18'
'V495 ',"LIMB PROBLEMS NEC",'0','18'
'V4960',"AMPUTATION STATUS - UPP EXT NOS (Begin 1994)",'0','18'
'V4961',"AMPUTATION STATUS - THUMB (Begin 1994)",'0','18'
'V4962',"AMPUTATION STATUS - OTH FINGER (Begin 1994)",'0','18'
